url,comments
d9e97c84d59e4e056a867fb591e311b3,16
4f21a2f4f76c77b503b8e1fab4944b7f,16
c5d76e67ddd60d107b3f921798c566be,16
79151701df57f59834e2664b2de761ee,16
56877f13d6b27c07bcc059ab8b48fe0a,16
7c99effa8bc2bc22ecc5f623e8a233f2,16
f69853b369e34e6a297376d46c556772,16
1cdabc3749fa6ca65d8e1a8c68b4d1c7,16
95fdd9ec3c5f3a5c52e8b76f373b7b5d,16
52af30e57b32928708328237d02895ab,16
fa4d4b8fc4850c5e636676554f8c3fe0,16
36376697f1dcd82a73788879f094b251,16
cf5edb361a31ebe138bb34ac25db1692,16
4f635c712903a3ce602e49a74b0e5fc9,16
e3739bff3aeb8fd3b4a46cd03ceeaa2e,16
c41d29aeb4afa327a2bc87c929e4d9e5,16
e182a3fc905421f04f9101ea2a618bb1,16
a0562fba299734b5e6a5a7fa2e8ee571,16
4310d795fb60dc64e66874d013c57f44,16
726841373b9cde2109550cc91d1521b5,16
e032fbab53a17fe5c7fad5dcd328cd7a,16
5a6169671ae89f240910aad81778030c,16
b698fedd3a36be6c997a34b513b552b0,16
08ab25f601df624ee71e4d9a5d852aac,16
1a5fdccc97489972fc11e189d4183c81,16
6f385c35bd0fa28dfed102cbba4df5dc,16
fcfb311ef4e8f578dc7ed03007b9d40e,16
cdb927b181d0d480b5fe810965332690,16
c5ee6a56826c48ded44f11ce14e4d1da,16
7ac57c47291233a002074d1b20c5d6dc,16
ab275bbd660fc1eb31eba229ee29ffce,16
6cf0b8937016e7799fe53185380bd20a,16
376b3ac4e6213e8fd763598a87eec75e,16
30c9a2ec0684583d8853520c7fc2b67f,16
425a276e9f613d34d19655b2022487a3,16
133492ef45eef916e4029e3d5577de75,16
bd8efdbfef2642b2cad5f353fb555cd7,16
32c4f60e49fdbfbbf9998afa8d4b9fd1,16
82b3779a70137aa42769ee5bfe5858a5,16
026b55a1a3196ccdb769e706d9dede2f,16
323bf6d2abdfbed5dcde2a55c9ac636f,16
8b36f649ba131e158a57aec8f363d8f3,16
1ba0c0ba76edffa3612a17cdf97cda07,16
fa8a8185ef83afa0fab5dfa5e3d5525a,16
5dc64ebf0f3283923d72a066cc380393,16
603f5b4e0772fd51d6080227a2c13579,16
10834a40ddd56901434a3e4a73e42a61,16
c77e056998bec468229a6327d3e71fed,16
ff5ec813b892f7a3e1893cf0f7707a83,15
0d9efea2b3e1e309b0bf625d3eb421ab,15
28ecb5cf0e002b15a9906cf6f91c0f24,15
ce32bbd381251487c552dbafc84a3fbc,15
29ba19c108bc205b734f3c1102d0955d,15
2ac6102512001afe560f88eb7afb3be3,15
b463e1880fb76ee51806db5b2baa7723,15
d5165c46752e7a375cf443ac4ef2f105,15
dbf8a02b86cd045e5392ea277acf9ced,15
306dc9c5af73732a5977a2c6f64b69e1,15
70b63730938911f9950c3436f3d58bdb,15
d266cbd25367288fb75254f5325b5ffd,15
793b034c60e06fe937ab07c19c0d5012,15
abeabddcd8ce93cfa4a4b396bf803d58,15
3acab396a03e83d3de3355c1986cd9ee,15
35020e92a640955350373fe6acf7cdde,15
acf4822f21dc587f1525b025bf2141bb,15
3bf7abf56edaaaa2acfe5925ae5ba05f,15
b8165bdf707fe5407a131cf10f89ba58,15
af0621ec361a0ddcb4401a75e41e50ad,15
1cddc5ea487932b66467ef686e0fdad4,15
86359c24383dd3b779e88e9e8c1e2e2c,15
deba90ee3039ee1a703b341d420af92d,15
ba28a70d63b5dfd8bdae3687b32c6d05,15
8819df3fd8ad04c9fca8f33ca8a95739,15
4164cb098a5f33eed02b332a46776728,15
8eba2090b51a19670746399bbe597922,15
4ab5bce9684f8fd6d788a3126cff441e,15
20839ff20353e1478628ee741e0daa10,15
635486ecacae3b15bc74d7c9aa2e706d,15
98725735be3d3dbc06b8cc84fcda53af,15
7d9ff0cc6eacac5bdb005b20f65c57f9,15
6172c154556d8d4ef4135906149af2f8,15
d663f69d30f994e02d6cc794045977d4,15
4482b6b97bed807de92a378908dcbebe,15
691cac194544835392ef2739bc6547b7,15
50484fced54bf92782ce53f5682a61e3,15
57c372d6d997aa026a0bca5277947db5,15
2da6f8abb3c3115f1472bed5fe6c2dc8,15
6fc6878a7f3a076dc6f8711ae9a8be13,15
ca38831ef3dd7a2a9f1d27d148e82c3d,15
2871a00d35b6ed658197b7ded28eb77b,15
be1e67272217f204a3f9bd648a97ea42,15
c81494fcb766abbf751417a0a53f4ba1,15
ee49bab1bc5f350589f7a06ce6ca5587,15
2400a02faad81c45f1689c1ff90a3709,15
f3075633c52c4eacb13c7d061e96825e,15
98b128b33037efdf46dee670da7ee5d8,15
bed5d1d0b677bd8e4704b3c7ea952b9b,15
e2eb7251eaefbecd34ab5d51cc0631b0,15
fa2ee1fb9a6af9a050356cc1e9b58ac2,15
ae307d1cd6feb7ded355e5a2479e97b9,15
323dd31b5077247fa5042aca2eeb62dd,15
8c54cf700427e64fbde49a1e5cc5e82e,15
0604140f267321b0c0130b47883be3dd,15
6eaa73c16dce489afa686005f2023e69,15
a016f45139a685de0fe0cc0d5be9a923,15
6b4715be31168eda01cd299e35d96148,15
bc678de86fdf28a9ddfbd2e0d7496457,15
094d877140ebc9c7c65c033eba8cd1c7,15
e3d8871c2a797081eb43daaa0b4f1ed0,15
042e6784faf20334446109cecf10f058,15
39171eee44fee97cad4fec437e7d05bc,15
732adb3dcaca9aa987f14ce6066f9e16,15
c77b69332430ef5692d007c208aee01e,15
a395fb4211f35d8070e0eddd7aab62f7,15
f1ff6924f2142db79391b840abe59205,15
8aa3515213ca51e5a6f61e899ba0e72f,15
c3dfa429df5221b5b02511ff935596bb,15
b7151c939bfbde946f0c65cda1b7dea9,15
b4c26230367b087ee60d339640e3865a,15
61c1c177925f50bb55c3fe401d2eba8a,15
f14c6f358004434edf2d7ab849d04aed,15
9c44b9044cf213ec7cbcdbd71c3bbcaf,15
73a0661b0da81dcb53f3717265a3c186,15
ffbc43649c94f1296f0db948cf0cac36,15
576fca2fd414d4347ef04b1c4856e026,15
38d93a8c21beda87ad81099baa6a9107,15
9c106c0bed8f0737f9d4b73bee9f679d,15
bc775fbd0241cd5cb655379d1c8d92d3,15
cf6f2dced32fe505b4d319203c2f5c86,15
bc4ae20c685dfb970bd2a2d9cb416cdd,15
7e409a270f1e11127bbf035a5927fda8,15
47263bf04eadf561b828f45913715257,15
f6b036b650b23bfc79206b91b2497bbf,15
a41fb86af6d4fabb70471eb6ea41a679,15
42683bfb5620410da6db8151346816ab,15
1db0d709cacb11d7472c812823f7b0c4,15
d78aac6daeccc19b7a6dde591047b587,15
9611e1eff0afc2cb110e6daa4566644e,15
df952d28e627e6a875467af5e71669c5,15
bf119cbd4e1656113daf27eea09bb7b4,15
2c0bad154e3a92f9a26dd99925bf59b3,15
d4dd76ad29025384f25dfce544443aa0,15
a12dec57320a534b878001b823c3a5ef,15
c09a5ceaa31fcb33dc22a0d5a107f1b2,15
e0caf3b6a8a324fc4f79fd18d09ff03e,15
43e25a2a7a538dd1eacfe0ed103da2cc,15
0f62468440f1280e72fe61777e5521b4,14
c93b390fd61295c9210740d2fab5a60c,14
a465663bdb694a9b20ae7b155a06bc91,14
8d21aafa449d20bd1fb06a093f0194ed,14
4a979e301c48f37f7d9ac7308c67b4b6,14
1a2f5e7a185cab7e11295426bbcf52b4,14
297e148341446fbb8c71027a7b05cf55,14
91e3cde88893c7c0b7f05196b6ebd63e,14
fe84299b0ab41bfe25934f1d4c207064,14
250f1727f3e2768c3a24b0ace9c89dfd,14
8d50f87c288c3ccd3f1777f955ed00f2,14
fbcaf70f949669f70b014e4929562379,14
239d0c888ef6d12858ad4b5a5f30fd27,14
c555fcea7bb412604ce4196a120e03f6,14
772bca4e1833b3aa9cbf40d3f9b71791,14
5972e3154abfd3700d902729000ea283,14
7196a2b105af8082e19313ee7331fad7,14
c689a522c4fff3b9dc1659cc1f620e85,14
5fff80dde026e2bf2774d26eb0167cfe,14
cb27ab6c542aad7dfa9e0ca966ca58a1,14
d3c5d0757dba5ade160c5669802db9d6,14
4afa32b26a5a6a6f221f0cc38581df24,14
24d1b37e5136f007a1a9ca06211110b5,14
d977ac0515876a19354b16759ba8f143,14
dcea64a548573d2434284816963313ab,14
63f0c0cf30aac1353bb7c80ce35135fc,14
6fb356b2fb7fe34029954b559151b6f1,14
09ff7aaa1b1996a19d59c95fb57c76fb,14
3f25cab93ad53563157534fee4ae0cab,14
c8efdc75a9c28361aecc8da4d30d1ebd,14
0f3944e6b4fbfd5028735bb1794cf29d,14
b27b52fad72fcbeb6c073b1cb5d1d333,14
88d372dd9eb8c6ccb02cd3a851ba81aa,14
815fdbdc76b26f3c67da491578ef9601,14
78113b55f9fed827c3fe9f5a9d76c785,14
e4f54bf612a2d1bd9407175d3b0ae55f,14
5b3a9964070d0d5dc024818312843644,14
9770d8e9ae2e1d91ffb7f156745568ec,14
05a4d714a5c7a6111fcdd7eb393615a6,14
4970aea04c84266f6f5c8377f554fff3,14
4ef32c2942fd2861aa29d08a62ceaadc,14
b6a3d7eec9c70d8563472a2727b13b96,14
76d4c0b941d334c3f355554ff69f9176,14
e93278468516ecba58e490404a633ac9,14
a4245e1168b97210af373c3f9a39a15c,14
7ba08fd294ed9658dc5372e0243a0c1b,14
b6c02fcd64434e45493b31a479ab48af,14
6a5c9fa7fb0c95493f5ce907d76ea187,14
2792d7776e74b60f508202582ba2696e,14
182ba41fd7ad985333c3e7df886e2386,14
07e329279a745b9afab2d3ff91ef1f81,14
7d8ca032a80b837ce2bf197eb38f8614,14
710d34e3727a4fb694b38fd327c08b7a,14
0c6b06f7200abd66a2368467b94b0838,14
8ad5286d1eab14a4d8b7a1ef0f0192e0,14
c48e0ecb75350612eef41b248add4131,14
4ae31bd80283dde0fa348293a145b5f2,14
cfebbc6776ab6d7317dd27894b9643a4,14
6da5a4fff69d535acf0378fa96aa3f7f,14
2f1e9de6a9d5306feb1cb39a19796061,14
22be18125d14cdf5164b79cca848d206,14
ddbeca560ade1c6fba11ff36bc8033b2,14
61ebed0e589fc7b9d9ef6c3659ea25a5,14
f27431903f8c96c8ae8657daed00fd54,14
68cdb6115a3d2ef11dbe2c325bf92a4b,14
47c31edb578e3b322e22016976474053,14
9d056f1aed0b3f77623374238d20685b,14
1cdd875b8d1f111313a8fe0522982d31,14
2468d9702519baf2be877d7d2b254ac4,14
3027e624206774ba199944db08f59a10,14
3836b8c7e1fcfe1d0dc3af9e7fff64d6,14
ad29980335f959446cffc0cc733917a2,14
57affe25ad879bcddc33dbec55f69e44,14
bea6539349cb4bf1bf052a16c6df4c13,14
